cluster	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	lineage	celltype
Somatic.Ti	ISLR	0.0	0.9351659028064904	0.914	0.33	0.0	Somatic	Ti
Somatic.Ti	CRISPLD2	0.0	0.9304413652084844	0.531	0.065	0.0	Somatic	Ti
Somatic.Ti	EMILIN1	0.0	0.9244226649636188	0.783	0.204	0.0	Somatic	Ti
Somatic.Ti	EDNRB	0.0	0.9233252975526772	0.557	0.078	0.0	Somatic	Ti
Somatic.Ti	MSC-AS1	0.0	0.9152408064611252	0.507	0.044	0.0	Somatic	Ti
Somatic.Ti	COL21A1	0.0	0.9084799972315218	0.507	0.063	0.0	Somatic	Ti
Somatic.Ti	OLFML3	0.0	0.8996264944180464	0.804	0.24	0.0	Somatic	Ti
Somatic.Ti	POSTN	0.0	0.8969023528966678	0.744	0.21	0.0	Somatic	Ti
Somatic.Ti	FBN1	0.0	0.882258516255656	0.708	0.228	0.0	Somatic	Ti
Somatic.Ti	ELN	0.0	0.8745640282701352	0.559	0.084	0.0	Somatic	Ti
Somatic.Ti	MATN2	0.0	0.8675524612730368	0.894	0.453	0.0	Somatic	Ti
Somatic.Ti	ARX	0.0	0.8669303736334639	0.611	0.149	0.0	Somatic	Ti
Somatic.Ti	NEFL	0.0	0.858002032806696	0.378	0.027	0.0	Somatic	Ti
Somatic.Ti	WFDC1	0.0	0.8537244585831725	0.423	0.073	0.0	Somatic	Ti
Somatic.Ti	TBX2	0.0	0.8485840294942382	0.604	0.148	0.0	Somatic	Ti
Somatic.Ti	C1S	0.0	0.8450938309459575	0.612	0.151	0.0	Somatic	Ti
Somatic.Ti	FBLIM1	0.0	0.8389177992091628	0.585	0.134	0.0	Somatic	Ti
Somatic.Ti	PDE5A	0.0	0.8338310985999667	0.449	0.045	0.0	Somatic	Ti
Somatic.Ti	PTCH2	0.0	0.8335102383749626	0.64	0.232	0.0	Somatic	Ti
Somatic.Ti	NKAIN4	0.0	0.8333103832653787	0.557	0.116	0.0	Somatic	Ti
Somatic.Ti	EGFR	0.0	0.8257500243322657	0.576	0.131	0.0	Somatic	Ti
Somatic.Ti	MMP2	0.0	0.8248160025911502	0.971	0.568	0.0	Somatic	Ti
Somatic.Ti	COL5A2	0.0	0.8201212761602439	0.703	0.236	0.0	Somatic	Ti
Somatic.Ti	ZEB2	0.0	0.8131244835186895	0.743	0.305	0.0	Somatic	Ti
Somatic.Ti	CD248	0.0	0.8068684294542281	0.64	0.155	0.0	Somatic	Ti
Somatic.Ti	THY1	0.0	0.8058620496048345	0.491	0.082	0.0	Somatic	Ti
Somatic.Ti	SMOC2	0.0	0.8021005003677051	0.483	0.082	0.0	Somatic	Ti
Somatic.Ti	COL6A2	0.0	0.7945481633258875	0.954	0.518	0.0	Somatic	Ti
Somatic.Ti	PXDN	0.0	0.7908897263127277	0.796	0.357	0.0	Somatic	Ti
Somatic.Ti	PTCH1	0.0	0.7883969585787368	0.437	0.09	0.0	Somatic	Ti
Somatic.Ti	ABCA10	0.0	0.7811457154485086	0.422	0.043	0.0	Somatic	Ti
Somatic.Ti	OSR1	0.0	0.7805322888240414	0.572	0.163	0.0	Somatic	Ti
Somatic.Ti	OGN	0.0	0.7745371841531339	0.52	0.106	0.0	Somatic	Ti
Somatic.Ti	NGFR	0.0	0.7741848974577454	0.366	0.041	0.0	Somatic	Ti
Somatic.Ti	ACTA2	0.0	0.7672310387285051	0.434	0.085	0.0	Somatic	Ti
Somatic.Ti	IGF2-1	0.0	0.7630528674197936	0.99	0.732	0.0	Somatic	Ti
Somatic.Ti	RNF24	0.0	0.7615846429476645	0.668	0.267	0.0	Somatic	Ti
Somatic.Ti	LRRN3	0.0	0.7606035314158265	0.669	0.25	0.0	Somatic	Ti
Somatic.Ti	SEMA5A	0.0	0.7571902428434802	0.463	0.097	0.0	Somatic	Ti
Somatic.Ti	PPP1R14A	0.0	0.7542238795851756	0.861	0.422	0.0	Somatic	Ti
Somatic.Ti	LAMA2	0.0	0.7528317794606157	0.671	0.262	0.0	Somatic	Ti
Somatic.Ti	HEYL	0.0	0.7502641414680544	0.392	0.051	0.0	Somatic	Ti
Somatic.Ti	LOXL2	0.0	0.7459403228109684	0.556	0.138	0.0	Somatic	Ti
Somatic.Ti	EDNRA	0.0	0.7406884708531648	0.502	0.128	0.0	Somatic	Ti
Somatic.Ti	SH3PXD2A	0.0	0.7368035593641868	0.506	0.137	0.0	Somatic	Ti
Somatic.Ti	PCDH18	0.0	0.7360581518644137	0.72	0.303	0.0	Somatic	Ti
Somatic.Ti	NLGN1	0.0	0.7349265192028709	0.394	0.056	0.0	Somatic	Ti
Somatic.Ti	LGALS1	0.0	0.7342518676479743	0.98	0.596	0.0	Somatic	Ti
Somatic.Ti	STC1	0.0	0.733507219284941	0.525	0.188	0.0	Somatic	Ti
Somatic.Ti	LHX9	0.0	0.7252711159859131	0.881	0.486	0.0	Somatic	Ti
Somatic.Ti	VCAN	0.0	0.7245373797710156	0.857	0.408	0.0	Somatic	Ti
Somatic.Ti	LINC01916	0.0	0.7172222076434015	0.292	0.003	0.0	Somatic	Ti
Somatic.Ti	SYT1	0.0	0.7155378044820305	0.688	0.304	0.0	Somatic	Ti
Somatic.Ti	ADAMTS5	0.0	0.7144014216400931	0.43	0.098	0.0	Somatic	Ti
Somatic.Ti	MYLK	0.0	0.7106425792236377	0.597	0.2	0.0	Somatic	Ti
Somatic.Ti	FBN2	0.0	0.7092692952410995	0.47	0.107	0.0	Somatic	Ti
Somatic.Ti	NRK	0.0	0.7061536146900335	0.76	0.312	0.0	Somatic	Ti
Somatic.Ti	F10	0.0	0.7040763042619423	0.429	0.076	0.0	Somatic	Ti
Somatic.Ti	NEGR1	0.0	0.7007928038842784	0.301	0.01	0.0	Somatic	Ti
Somatic.Ti	EBF1	0.0	0.6964412754863583	0.337	0.012	0.0	Somatic	Ti
Somatic.Ti	CCDC102B	0.0	0.6942988068361491	0.383	0.059	0.0	Somatic	Ti
Somatic.Ti	RBMS3	0.0	0.6928795972874424	0.634	0.259	0.0	Somatic	Ti
Somatic.Ti	ENTPD2	0.0	0.691267897456117	0.344	0.032	0.0	Somatic	Ti
Somatic.Ti	FAT3	0.0	0.6912163544683297	0.449	0.112	0.0	Somatic	Ti
Somatic.Ti	FSTL5	0.0	0.6906299714784323	0.283	0.007	0.0	Somatic	Ti
Somatic.Ti	LRP1	0.0	0.6904899374654285	0.825	0.448	0.0	Somatic	Ti
Somatic.Ti	RGMA	0.0	0.68560935117602	0.421	0.097	0.0	Somatic	Ti
Somatic.Ti	FSTL1	0.0	0.6853852468202404	0.767	0.376	0.0	Somatic	Ti
Somatic.Ti	FN1	0.0	0.6849601323449065	0.634	0.223	0.0	Somatic	Ti
Somatic.Ti	PKDCC	0.0	0.6808965809967928	0.552	0.185	0.0	Somatic	Ti
Somatic.Ti	CRTAP	0.0	0.6773964234438502	0.853	0.496	0.0	Somatic	Ti
Somatic.Ti	CFH	0.0	0.6750888372230093	0.404	0.065	0.0	Somatic	Ti
Somatic.Ti	HIC1	0.0	0.66330874841893	0.441	0.091	0.0	Somatic	Ti
Somatic.Ti	SNAI2	0.0	0.6582471372114582	0.557	0.186	0.0	Somatic	Ti
Somatic.Ti	PLAC1	0.0	0.6580301313146761	0.688	0.299	0.0	Somatic	Ti
Somatic.Ti	C11orf96	0.0	0.6574050576616853	0.584	0.247	0.0	Somatic	Ti
Somatic.Ti	COLEC11	0.0	0.6544779414012903	0.388	0.069	0.0	Somatic	Ti
Somatic.Ti	PCDH9	0.0	0.6532441989291826	0.674	0.351	0.0	Somatic	Ti
Somatic.Ti	ABCA8	0.0	0.6528586188184091	0.428	0.094	0.0	Somatic	Ti
Somatic.Ti	FOXS1	0.0	0.6528465927235223	0.295	0.018	0.0	Somatic	Ti
Somatic.Ti	SRPX	0.0	0.6528266721939584	0.524	0.181	0.0	Somatic	Ti
Somatic.Ti	TFPI	0.0	0.6520651302492811	0.405	0.082	0.0	Somatic	Ti
Somatic.Ti	SPON2	0.0	0.6515871605695412	0.379	0.065	0.0	Somatic	Ti
Somatic.Ti	HRC	0.0	0.6512820753069791	0.386	0.073	0.0	Somatic	Ti
Somatic.Ti	NOTCH3	0.0	0.6511860476169616	0.388	0.087	0.0	Somatic	Ti
Somatic.Ti	TGFB1I1	0.0	0.6506191958551646	0.524	0.16	0.0	Somatic	Ti
Somatic.Ti	MDFI	0.0	0.6492727378881883	0.757	0.368	0.0	Somatic	Ti
Somatic.Ti	HSD11B2	0.0	0.6489617470084343	0.454	0.12	0.0	Somatic	Ti
Somatic.Ti	CYGB	0.0	0.6461689615183488	0.408	0.106	0.0	Somatic	Ti
Somatic.Ti	LITAF	0.0	0.646102532322214	0.645	0.251	0.0	Somatic	Ti
Somatic.Ti	KANK2	0.0	0.6455855437170983	0.497	0.152	0.0	Somatic	Ti
Somatic.Ti	ENC1	0.0	0.6426568972680381	0.732	0.41	0.0	Somatic	Ti
Somatic.Ti	PCSK2	0.0	0.6414590952282415	0.32	0.037	0.0	Somatic	Ti
Somatic.Ti	LDLR	0.0	0.6387593393178463	0.511	0.171	0.0	Somatic	Ti
Somatic.Ti	COL1A2	0.0	0.6369494024729672	0.997	0.71	0.0	Somatic	Ti
Somatic.Ti	HHIP	0.0	0.6361766930002437	0.407	0.118	0.0	Somatic	Ti
Somatic.Ti	FXYD1	0.0	0.6309774518656054	0.481	0.149	0.0	Somatic	Ti
Somatic.Ti	TPM2	0.0	0.6297797645932424	0.809	0.398	0.0	Somatic	Ti
Somatic.Ti	LAMC3	0.0	0.6237394731344383	0.33	0.039	0.0	Somatic	Ti
Somatic.Ti	LAMA4	0.0	0.6193729448695006	0.499	0.164	0.0	Somatic	Ti
Somatic.Ti	SELENOP	0.0	0.6187889098826176	0.922	0.625	0.0	Somatic	Ti
Somatic.Ti	JAG1	0.0	0.6180728466380552	0.349	0.053	0.0	Somatic	Ti
Somatic.Ti	MFAP2	0.0	0.6165156074260123	0.983	0.628	0.0	Somatic	Ti
Somatic.Ti	COL4A5	0.0	0.6104863021676764	0.629	0.317	0.0	Somatic	Ti
Somatic.Ti	NRP1	0.0	0.6069121760845674	0.425	0.118	0.0	Somatic	Ti
Somatic.Ti	EHD2	0.0	0.5918801871062949	0.609	0.278	0.0	Somatic	Ti
Somatic.Ti	RAMP2	0.0	0.5892379030803507	0.576	0.228	0.0	Somatic	Ti
Somatic.Ti	GPR161	0.0	0.5890535781183959	0.356	0.079	0.0	Somatic	Ti
Somatic.Ti	COL3A1	0.0	0.5868813115671809	0.997	0.792	0.0	Somatic	Ti
Somatic.Ti	CDH11	0.0	0.5841248432745078	0.737	0.358	0.0	Somatic	Ti
Somatic.Ti	CDC42EP5	0.0	0.5817436828962963	0.528	0.193	0.0	Somatic	Ti
Somatic.Ti	NDRG2	0.0	0.5788850329674	0.585	0.266	0.0	Somatic	Ti
Somatic.Ti	CD302	0.0	0.5780518139321515	0.352	0.069	0.0	Somatic	Ti
Somatic.Ti	MMP14	0.0	0.575925427562531	0.64	0.326	0.0	Somatic	Ti
Somatic.Ti	LAMC1	0.0	0.5739850445861163	0.628	0.319	0.0	Somatic	Ti
Somatic.Ti	PLA2G5	0.0	0.5713521859413451	0.256	0.008	0.0	Somatic	Ti
Somatic.Ti	COL6A1	0.0	0.5710642462604893	0.901	0.572	0.0	Somatic	Ti
Somatic.Ti	GLT8D2	0.0	0.5707442371790431	0.406	0.105	0.0	Somatic	Ti
Somatic.Ti	DGKB	0.0	0.5614142798204834	0.258	0.022	0.0	Somatic	Ti
Somatic.Ti	TCF23	0.0	0.5611678053610072	0.316	0.052	0.0	Somatic	Ti
Somatic.Ti	LRP1B	0.0	0.5598732669515433	0.281	0.055	0.0	Somatic	Ti
Somatic.Ti	ITGA11	0.0	0.5577505291291192	0.293	0.037	0.0	Somatic	Ti
Somatic.Ti	PEAR1	0.0	0.5575094776762204	0.332	0.056	0.0	Somatic	Ti
Somatic.Ti	CTSC	0.0	0.5559139210723303	0.794	0.49	0.0	Somatic	Ti
Somatic.Ti	HAPLN1	0.0	0.5538812613178031	0.254	0.019	0.0	Somatic	Ti
Somatic.Ti	TBC1D1	0.0	0.5523613207169993	0.365	0.097	0.0	Somatic	Ti
Somatic.Ti	MEG3	0.0	0.5463530031373336	0.915	0.608	0.0	Somatic	Ti
Somatic.Ti	FIBIN	0.0	0.5430900734397865	0.262	0.03	0.0	Somatic	Ti
Somatic.Ti	ADAMTS12	0.0	0.5395118130356908	0.326	0.071	0.0	Somatic	Ti
Somatic.Ti	ANGPT2	0.0	0.5260841864208761	0.225	0.012	0.0	Somatic	Ti
Somatic.Ti	DNM3OS	0.0	0.5257691720718342	0.29	0.045	0.0	Somatic	Ti
Somatic.Ti	B3GALT2	0.0	0.5224539674086727	0.237	0.019	0.0	Somatic	Ti
Somatic.Ti	DIO3OS	0.0	0.5088269622131265	0.236	0.016	0.0	Somatic	Ti
Somatic.Ti	TRBC2	0.0	0.5076262080509866	0.227	0.016	0.0	Somatic	Ti
Somatic.Ti	SEMA5B	0.0	0.5057152736812877	0.267	0.039	0.0	Somatic	Ti
Somatic.Ti	RIMS2	0.0	0.5005770759311198	0.248	0.024	0.0	Somatic	Ti
Somatic.Ti	ZFP36L2	0.0	0.4972152995300258	0.832	0.574	0.0	Somatic	Ti
Somatic.Ti	SERPINE2	0.0	0.4872994514691098	0.87	0.576	0.0	Somatic	Ti
Somatic.Ti	CALU	0.0	0.4859053812606271	0.828	0.581	0.0	Somatic	Ti
Somatic.Ti	FXYD6	0.0	0.4749848972343253	0.943	0.788	0.0	Somatic	Ti
Somatic.Ti	MDK	0.0	0.4593539251097649	0.988	0.732	0.0	Somatic	Ti
Somatic.Ti	C6orf48	0.0	0.4582280588458061	0.859	0.637	0.0	Somatic	Ti
Somatic.Ti	IL1RAPL2	0.0	0.438878433282678	0.191	0.005	0.0	Somatic	Ti
Somatic.Ti	NR2F2	0.0	0.4343485434898988	0.962	0.717	0.0	Somatic	Ti
Somatic.Ti	IGFBP4	0.0	0.4330655789970672	0.965	0.832	0.0	Somatic	Ti
Somatic.Ti	IMPDH2	0.0	0.4110022524004038	0.925	0.752	0.0	Somatic	Ti
Somatic.Ti	TIMP1	0.0	0.4019089001399532	0.975	0.855	0.0	Somatic	Ti
Somatic.Ti	CALD1	0.0	0.3990982716018134	0.976	0.844	0.0	Somatic	Ti
Somatic.Ti	VIM	0.0	0.3797687425410947	1.0	0.985	0.0	Somatic	Ti
Somatic.Ti	EIF3L	0.0	0.3748923405602231	0.98	0.871	0.0	Somatic	Ti
Somatic.Ti	CD99	0.0	0.3632944160838447	0.954	0.765	0.0	Somatic	Ti
Somatic.Ti	PABPC1	0.0	0.3620597143684247	0.995	0.933	0.0	Somatic	Ti
Somatic.Ti	C12orf57	0.0	0.3613481183715987	0.975	0.872	0.0	Somatic	Ti
Somatic.Ti	SERPINH1	0.0	0.3485086834454958	0.959	0.827	0.0	Somatic	Ti
Somatic.Ti	MAGED2	0.0	0.3364046066384891	0.982	0.875	0.0	Somatic	Ti
Somatic.Ti	SPARC	0.0	0.3282150923751243	0.994	0.928	0.0	Somatic	Ti
Somatic.Ti	RPS20	0.0	0.3277118263380336	0.977	0.901	0.0	Somatic	Ti
Somatic.Ti	EEF2	0.0	0.2699414611647044	1.0	0.99	0.0	Somatic	Ti
Somatic.Ti	SLC25A6	0.0	0.2625301676654288	0.996	0.963	0.0	Somatic	Ti
Somatic.Ti	RPL4	0.0	0.2610108691524622	1.0	0.993	0.0	Somatic	Ti
Somatic.Ti	RPL6	0.0	0.2554248943037192	1.0	0.999	0.0	Somatic	Ti
Somatic.Ti	RPL13A	0.0	0.2539375594783233	1.0	0.996	0.0	Somatic	Ti
Somatic.Ti	RPL10A	0.0	0.2323058812581813	1.0	0.997	0.0	Somatic	Ti
Somatic.Ti	RPL21	0.0	0.231075507425694	0.999	0.995	0.0	Somatic	Ti
Somatic.Ti	EEF1B2	0.0	0.2283992286044873	0.997	0.979	0.0	Somatic	Ti
Somatic.Ti	RPLP0	0.0	0.2266393418076719	1.0	0.999	0.0	Somatic	Ti
Somatic.Ti	RPS11	0.0	0.2223132667945182	0.996	0.982	0.0	Somatic	Ti
Somatic.Ti	RPL15	0.0	0.2188725476747888	1.0	1.0	0.0	Somatic	Ti
Somatic.Ti	RPS5	0.0	0.2083756334181163	1.0	0.996	0.0	Somatic	Ti
Somatic.Ti	HNRNPA1	0.0	0.2045839200875514	1.0	0.999	0.0	Somatic	Ti
Somatic.Ti	RPL22	0.0	0.2038967211363926	1.0	0.997	0.0	Somatic	Ti
Somatic.Ti	RPL10	0.0	0.2019570051942341	1.0	1.0	0.0	Somatic	Ti
Somatic.Ti	ANGPTL1	5e-324	0.5206712079920446	0.287	0.046	1.19114e-319	Somatic	Ti
Somatic.Ti	CLMP	1e-323	0.5302003456451267	0.318	0.064	2.3823e-319	Somatic	Ti
Somatic.Ti	COX7A1	1.54415e-319	0.5856208879116557	0.408	0.124	3.72279791e-315	Somatic	Ti
Somatic.Ti	NELL2	8.93473e-319	0.5620680010027553	0.35	0.09	2.1540746695e-314	Somatic	Ti
Somatic.Ti	TNS2	6.978407e-317	0.5479066137107087	0.409	0.119	1.682424142087e-312	Somatic	Ti
Somatic.Ti	OLFML1	1.67341946e-316	0.5523237557937088	0.428	0.133	4.034446982876e-312	Somatic	Ti
Somatic.Ti	COL14A1	2.7582419e-316	0.5687648270072955	0.629	0.292	6.64984544761e-312	Somatic	Ti
Somatic.Ti	WNT5A	1.1047805e-315	0.5794990796065217	0.537	0.237	2.6635153120957e-311	Somatic	Ti
Somatic.Ti	RPL17	4.9208989469384e-311	0.3320776740643822	0.982	0.919	1.186379527117374e-306	Somatic	Ti
Somatic.Ti	EIF4B	5.70941528389205e-310	0.3921866221127077	0.898	0.741	1.376482930793535e-305	Somatic	Ti
Somatic.Ti	GLI1	3.7180406877062e-308	0.459918296108672	0.241	0.034	8.963824293990877e-304	Somatic	Ti
Somatic.Ti	ADGRB3	1.7009259668130843e-303	0.510928377715054	0.316	0.075	4.1007624133896653e-299	Somatic	Ti
Somatic.Ti	EDIL3	2.2297476830484115e-301	0.5743000408874545	0.384	0.119	5.3756986890614146e-297	Somatic	Ti
Somatic.Ti	PDE7B	8.558349180982359e-301	0.5385286116627473	0.378	0.107	2.0633324040430368e-296	Somatic	Ti
Somatic.Ti	CD34	7.94643305816245e-300	0.4606713731015444	0.226	0.023	1.9158055459923852e-295	Somatic	Ti
Somatic.Ti	GSTM5	8.006291982585554e-300	0.5471364254634827	0.401	0.112	1.9302369340815511e-295	Somatic	Ti
Somatic.Ti	DES	4.7209344286635037e-296	0.5652985232849845	0.592	0.277	1.1381700814064841e-291	Somatic	Ti
Somatic.Ti	NFIX	8.229247696992004e-295	0.5513275859002713	0.506	0.207	1.9839893272678024e-290	Somatic	Ti
Somatic.Ti	SNED1	5.539255506141484e-292	0.5109823888519113	0.321	0.079	1.3354591099756503e-287	Somatic	Ti
Somatic.Ti	LRRK1	5.660514901025284e-291	0.3420332636086163	0.156	0.008	1.3646935374881855e-286	Somatic	Ti
Somatic.Ti	COL16A1	4.035776886900272e-290	0.5398843302354632	0.489	0.177	9.729854496627863e-286	Somatic	Ti
Somatic.Ti	MSMO1	1.122899105589659e-287	0.5095177871095864	0.762	0.495	2.707197453666109e-283	Somatic	Ti
Somatic.Ti	LRRC17	3.3622385020542246e-286	0.5115376501351054	0.66	0.356	8.106020804602532e-282	Somatic	Ti
Somatic.Ti	RCN1	2.6137730797681478e-285	0.4399931775396419	0.814	0.569	6.301545518013027e-281	Somatic	Ti
Somatic.Ti	MXRA8	6.882929174854093e-285	0.5396112141877593	0.555	0.235	1.6594053947655734e-280	Somatic	Ti
Somatic.Ti	TSPAN33	7.104814131453406e-285	0.3517172647792448	0.167	0.012	1.7128996389521016e-280	Somatic	Ti
Somatic.Ti	DDX3Y	1.581247471771497e-283	0.5107019537538888	0.356	0.083	3.812229529693903e-279	Somatic	Ti
Somatic.Ti	FCGRT	1.6754963398793826e-283	0.4268188896676068	0.841	0.62	4.039454125815204e-279	Somatic	Ti
Somatic.Ti	ECM2	4.043355760489502e-277	0.3842554651817156	0.187	0.018	9.74812640296414e-273	Somatic	Ti
Somatic.Ti	ADAMTS2	5.515908414031668e-277	0.4939384491708645	0.317	0.076	1.329830359538895e-272	Somatic	Ti
Somatic.Ti	STOML3	3.2320709421225217e-276	0.2940741079544466	0.113	0.001	7.792199834363186e-272	Somatic	Ti
Somatic.Ti	HS6ST2	6.5821168397335655e-276	0.4748657187121533	0.275	0.059	1.586882548891365e-271	Somatic	Ti
Somatic.Ti	ITM2C	4.220684066269873e-275	0.306494025601888	0.951	0.876	1.0175647215370038e-270	Somatic	Ti
Somatic.Ti	ADCY5	7.824817594665422e-274	0.3754028231425256	0.186	0.018	1.886485273897887e-269	Somatic	Ti
Somatic.Ti	GPC3	1.1083826232898156e-271	0.513878202485484	0.66	0.26	2.6721996664894165e-267	Somatic	Ti
Somatic.Ti	NPTX2	7.319165435756138e-270	0.4470389683708831	0.169	0.017	1.7645775949064475e-265	Somatic	Ti
Somatic.Ti	UNC5C	4.4711450878003176e-266	0.4077140429311169	0.201	0.026	1.0779483692177789e-261	Somatic	Ti
Somatic.Ti	RCN3	4.773860510871056e-265	0.4888294437868704	0.315	0.076	1.150930030565903e-260	Somatic	Ti
Somatic.Ti	LPAR1	9.989843721778196e-261	0.4756062108079697	0.301	0.075	2.4084514228835046e-256	Somatic	Ti
Somatic.Ti	RFTN2	1.9164298302643327e-260	0.4256507991453356	0.221	0.034	4.6203206777842795e-256	Somatic	Ti
Somatic.Ti	GPC6	3.2271973053313897e-258	0.4979638318247619	0.327	0.095	7.780449983423451e-254	Somatic	Ti
Somatic.Ti	INKA1	1.83635557724969e-257	0.4283538686553308	0.232	0.036	4.4272696611912783e-253	Somatic	Ti
Somatic.Ti	TTYH2	2.2705046663344265e-257	0.494352742736547	0.342	0.1	5.473959700065668e-253	Somatic	Ti
Somatic.Ti	INSIG1	3.0915582933946727e-257	0.5595571719929677	0.488	0.219	7.453437889545216e-253	Somatic	Ti
Somatic.Ti	ITPR1	8.409236277208136e-257	0.504392528551792	0.335	0.106	2.0273827740721096e-252	Somatic	Ti
Somatic.Ti	CLEC11A	6.455477792173265e-256	0.4782725083694573	0.703	0.442	1.5563511409150519e-251	Somatic	Ti
Somatic.Ti	PCDH7	1.9610148267493762e-255	0.4366316337518171	0.217	0.038	4.7278106458100696e-251	Somatic	Ti
Somatic.Ti	MIR503HG	1.1981272176911536e-254	0.5154671414457603	0.591	0.287	2.888564909131602e-250	Somatic	Ti
Somatic.Ti	TMSB4X	1.2728872668934243e-254	0.2153405113512845	0.993	0.945	3.0688039117533567e-250	Somatic	Ti
Somatic.Ti	ZFAS1	1.8440365438694797e-254	0.2446863192397002	0.984	0.903	4.445787703614929e-250	Somatic	Ti
Somatic.Ti	TUBB6	1.7862303290539582e-251	0.5011894716125312	0.365	0.121	4.306422700316188e-247	Somatic	Ti
Somatic.Ti	CNRIP1	1.4742246635412214e-249	0.4929334166013994	0.408	0.144	3.554208241331532e-245	Somatic	Ti
Somatic.Ti	EPB41L2	5.180691994214293e-248	0.5021148060880272	0.518	0.243	1.2490130328851237e-243	Somatic	Ti
Somatic.Ti	CHSY1	1.4381300984071389e-245	0.5198232200560094	0.414	0.172	3.467187854249771e-241	Somatic	Ti
Somatic.Ti	SULF1	2.574529923686255e-245	0.5851452860531763	0.39	0.157	6.206934193015193e-241	Somatic	Ti
Somatic.Ti	ENPP2	1.2819872297529503e-242	0.4495087371707163	0.29	0.075	3.090743012211388e-238	Somatic	Ti
Somatic.Ti	TNFRSF21	1.0620800311665571e-240	0.4590729839380393	0.279	0.072	2.560568747139452e-236	Somatic	Ti
Somatic.Ti	PLPP3	1.807465314957681e-240	0.5173730600899606	0.553	0.295	4.357618127831473e-236	Somatic	Ti
Somatic.Ti	TTC3	1.238910396824829e-239	0.3200096074444085	0.918	0.81	2.98688907570498e-235	Somatic	Ti
Somatic.Ti	LTBR	4.3624763226661844e-238	0.4821476113610133	0.409	0.157	1.0517494166315905e-233	Somatic	Ti
Somatic.Ti	HSPA12B	5.251645704522379e-238	0.4292774733495549	0.266	0.061	1.2661192629033006e-233	Somatic	Ti
Somatic.Ti	PAPSS2	1.0067306868154e-236	0.4260939126700089	0.252	0.053	2.427127012843248e-232	Somatic	Ti
Somatic.Ti	DLC1	8.409525960267314e-236	0.4887261937419919	0.574	0.298	2.027452613760847e-231	Somatic	Ti
Somatic.Ti	RND3	1.4550706764830963e-232	0.5057127183027053	0.511	0.243	3.5080298939330976e-228	Somatic	Ti
Somatic.Ti	FADS2	4.582380159569406e-232	0.4851879770395475	0.606	0.355	1.1047660326705882e-227	Somatic	Ti
